Título,Veículo,Resumo,Resumo bruto,Link,Data
"Em encerramento, grupo de trabalho do 74º ENCAT SP apresenta primeiro protótipo do IBS da Reforma Tributária - Fazenda e Planejamento",Fazenda e Planejamento,"Em encerramento, grupo de trabalho do 74º ENCAT SP apresenta primeiro protótipo do IBS da Reforma Tributária","<a href=""https://news.google.com/rss/articles/CBMiigJBVV95cUxPZHYzaWdzSzhIdG5IUWR1a3hIVHBueU41WVlVSDVaN244djlmYXdiZV9NR1BHOGpuTjEwMHM0U1RwckU4TlVpeVlLNW5wR0V5VThwZ18xZTRfbjZ3Yk13S19wTFFacDQ2YUJBUHhaejh4MWtfVjlCUEYyNkdEeDhVcmUtU2hvamtWdUdZSmxQRzZfYjRNdTZ5bWVGTVBMdk1sYWJDLUNsZ3QwV1MxVnIzUmxoRG14SUlid3NOeDNMdTR0aFVnWFBOSDdsSmFEWF9ELUFBcGpZRzI1Zjd0cEk3Qk1uN3F5ZHo3bWJaaDBPNG1TVThpc09yY2tMUGxDMmVZYXQwbXI4cUF5UQ?oc=5"" target=""_blank"">Em encerramento, grupo de trabalho do 74º ENCAT SP apresenta primeiro protótipo do IBS da Reforma Tributária</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Fazenda e Planejamento</font>",https://news.google.com/rss/articles/CBMiigJBVV95cUxPZHYzaWdzSzhIdG5IUWR1a3hIVHBueU41WVlVSDVaN244djlmYXdiZV9NR1BHOGpuTjEwMHM0U1RwckU4TlVpeVlLNW5wR0V5VThwZ18xZTRfbjZ3Yk13S19wTFFacDQ2YUJBUHhaejh4MWtfVjlCUEYyNkdEeDhVcmUtU2hvamtWdUdZSmxQRzZfYjRNdTZ5bWVGTVBMdk1sYWJDLUNsZ3QwV1MxVnIzUmxoRG14SUlid3NOeDNMdTR0aFVnWFBOSDdsSmFEWF9ELUFBcGpZRzI1Zjd0cEk3Qk1uN3F5ZHo3bWJaaDBPNG1TVThpc09yY2tMUGxDMmVZYXQwbXI4cUF5UQ?oc=5,2023-11-10
O aumento do ICMS nos Estados como consequência da reforma tributária - Migalhas,Migalhas,O aumento do ICMS nos Estados como consequência da reforma tributária,"<a href=""https://news.google.com/rss/articles/CBMisAFBVV95cUxPcnVKTEt1TTU2QlRDeUZPOGFCUzBzVXo4azJ1S0VDYWE3SGhwZjh3dF9rVWNRRzltU2JlT1R4Q2p6Y3NfdG1KdFBnb1FmTW5DeVJ0NE9DWmFrcHE4TEJjT0JjVWh5djNrQUhxV3pVa0tXNW14N2FvTmROWGJoWEYyUlFaMTEtUU5RRklkbWFFN2FZQl9pRzJiak4wSUhxYlBvMUZvOUtZbmNYSHZVdTNreNIBtgFBVV95cUxNV1VBVHRrSnlBNDU4Vnlha2E1bUxEbHFlQVR4bmRvdEJDeHVNeWVzUUhhY3d3Z2V2N3pHOW9panZ1LUhmNld3OWptMTNiTFhHMklrWjNxc3lWMnkwYWVqcXI2NzlQejE3TXlEQVE0ZWZwbmV3Q1lFSEk0SEVnZTFkeEp1WHJ2Tnc2SzhtNno1dVI3UTBGX01DVWxIaEVPN2l2Yk0zVFdnOU9JdDFNQ0VKQVdJc1lmQQ?oc=5"" target=""_blank"">O aumento do ICMS nos Estados como consequência da reforma tributária</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Migalhas</font>",https://news.google.com/rss/articles/CBMisAFBVV95cUxPcnVKTEt1TTU2QlRDeUZPOGFCUzBzVXo4azJ1S0VDYWE3SGhwZjh3dF9rVWNRRzltU2JlT1R4Q2p6Y3NfdG1KdFBnb1FmTW5DeVJ0NE9DWmFrcHE4TEJjT0JjVWh5djNrQUhxV3pVa0tXNW14N2FvTmROWGJoWEYyUlFaMTEtUU5RRklkbWFFN2FZQl9pRzJiak4wSUhxYlBvMUZvOUtZbmNYSHZVdTNreNIBtgFBVV95cUxNV1VBVHRrSnlBNDU4Vnlha2E1bUxEbHFlQVR4bmRvdEJDeHVNeWVzUUhhY3d3Z2V2N3pHOW9panZ1LUhmNld3OWptMTNiTFhHMklrWjNxc3lWMnkwYWVqcXI2NzlQejE3TXlEQVE0ZWZwbmV3Q1lFSEk0SEVnZTFkeEp1WHJ2Tnc2SzhtNno1dVI3UTBGX01DVWxIaEVPN2l2Yk0zVFdnOU9JdDFNQ0VKQVdJc1lmQQ?oc=5,2023-11-26
Reginaldo Lopes: “A reforma tributária vai fazer justiça” - PT - Partido dos Trabalhadores,Partido dos Trabalhadores,Reginaldo Lopes: “A reforma tributária vai fazer justiça”,"<a href=""https://news.google.com/rss/articles/CBMifkFVX3lxTFA0bHlETFM0SS1GbXFkUzRuWEc0T3A0NTVBV19TNHlhdjIyLU5Ed0VfaUNUcEhqUU14Y2pFMjZXdVBTN3pYZllvYlpQWGltYU5FaUhULWluaXpYdjZtNVk5WHlCeXlldERRUXFSeXZ0T3Z2dTdlWUpOQTlvdDdWUdIBgwFBVV95cUxQOUFhMnlKR01TRVdWbG56V0tiU2VWdTNQVklRRThYVTFPTWt4UFNiMXVsOGhHZHhBeXNMTjBtdVNZa0RZdkxvWk92VXBnV05LWFliQ2pwc3VwM1BqWTNvU3Nwa2RQdHZSa2stb2x0UHRrSHdjYVV5OUQta2VjckpOeWFFWQ?oc=5"" target=""_blank"">Reginaldo Lopes: “A reforma tributária vai fazer justiça”</a>&nbsp;&nbsp;<font color=""#6f6f6f"">PT - Partido dos Trabalhadores</font>",https://news.google.com/rss/articles/CBMifkFVX3lxTFA0bHlETFM0SS1GbXFkUzRuWEc0T3A0NTVBV19TNHlhdjIyLU5Ed0VfaUNUcEhqUU14Y2pFMjZXdVBTN3pYZllvYlpQWGltYU5FaUhULWluaXpYdjZtNVk5WHlCeXlldERRUXFSeXZ0T3Z2dTdlWUpOQTlvdDdWUdIBgwFBVV95cUxQOUFhMnlKR01TRVdWbG56V0tiU2VWdTNQVklRRThYVTFPTWt4UFNiMXVsOGhHZHhBeXNMTjBtdVNZa0RZdkxvWk92VXBnV05LWFliQ2pwc3VwM1BqWTNvU3Nwa2RQdHZSa2stb2x0UHRrSHdjYVV5OUQta2VjckpOeWFFWQ?oc=5,2023-11-06
Reforma Tributária passa no Senado: o que muda na sua vida? Preços vão cair? O que é imposto em cascata? Tire suas dúvidas - O Globo,O Globo,Reforma Tributária passa no Senado: o que muda na sua vida? Preços vão cair? O que é imposto em cascata? Tire suas dúvidas,"<a href=""https://news.google.com/rss/articles/CBMi-wFBVV95cUxPZEtTVFZuMlloUHNDdGd5NXJDcHNoVGJpT1JrSDlZTDBOOGJrUlJoamVCUmR4R1RiaFJ2YTZPekFMcnhxbWkzMncxdkhzcWJ6WWtFNG1nSVotSjFBcjZ5WnJpTENXOXhfU0plS1FBTkFZN0dydXU3d1Nodi1XNmp4VEZDSzlpUkNhd1R6S2VvVnVqbW9LMkpCWjJYRE1hby16Ml9kSkZMYlV5d1VtWEpteWJZeWR3bTJKczJhMDdjcG9tWERHR3h6MjhoRmZGSm54ZzZpbjIzNmpJN0VyZmtYWmpJaEtPSXZ1WUdQS0VZYURxMzdjRU1JMTRlVdIBigJBVV95cUxPQ192RWhiOGZZLW5RVzdFTHNTNXVGZU5UM2FfTVVGb0xFbzB5c2F4eV9xQWR0Y2pKNTdaREtvSWh6ZXF5SXZxYlJvVVEwOUNmNWtrVU4yOHhkWmluWk9DeXN4YkNjLVhzSjdSdjhrTmJTZlBXMVFDOUpDVkZsQ2t1Qm1lYUloREJGSklhMVdiSW1ibUkxMG5FeXNsWkhHUmNqYTM3SWVtXzNBQ1l0cE5OcUZENnMtWUlXT1hLNzZySm5GR2VxdjVCZnN2ZWk2bTgyMlRZU1NhMXFwc1ptc1hFWDh2b0lSbG9yanNfUmdGSEdPa3dORF90dndFU2o1SGNWOG1wRE1FZTctdw?oc=5"" target=""_blank"">Reforma Tributária passa no Senado: o que muda na sua vida? Preços vão cair? O que é imposto em cascata? Tire suas dúvidas</a>&nbsp;&nbsp;<font color=""#6f6f6f"">O Globo</font>",https://news.google.com/rss/articles/CBMi-wFBVV95cUxPZEtTVFZuMlloUHNDdGd5NXJDcHNoVGJpT1JrSDlZTDBOOGJrUlJoamVCUmR4R1RiaFJ2YTZPekFMcnhxbWkzMncxdkhzcWJ6WWtFNG1nSVotSjFBcjZ5WnJpTENXOXhfU0plS1FBTkFZN0dydXU3d1Nodi1XNmp4VEZDSzlpUkNhd1R6S2VvVnVqbW9LMkpCWjJYRE1hby16Ml9kSkZMYlV5d1VtWEpteWJZeWR3bTJKczJhMDdjcG9tWERHR3h6MjhoRmZGSm54ZzZpbjIzNmpJN0VyZmtYWmpJaEtPSXZ1WUdQS0VZYURxMzdjRU1JMTRlVdIBigJBVV95cUxPQ192RWhiOGZZLW5RVzdFTHNTNXVGZU5UM2FfTVVGb0xFbzB5c2F4eV9xQWR0Y2pKNTdaREtvSWh6ZXF5SXZxYlJvVVEwOUNmNWtrVU4yOHhkWmluWk9DeXN4YkNjLVhzSjdSdjhrTmJTZlBXMVFDOUpDVkZsQ2t1Qm1lYUloREJGSklhMVdiSW1ibUkxMG5FeXNsWkhHUmNqYTM3SWVtXzNBQ1l0cE5OcUZENnMtWUlXT1hLNzZySm5GR2VxdjVCZnN2ZWk2bTgyMlRZU1NhMXFwc1ptc1hFWDh2b0lSbG9yanNfUmdGSEdPa3dORF90dndFU2o1SGNWOG1wRE1FZTctdw?oc=5,2023-11-09
Estados criticam reforma tributária e dizem que vão perder autonomia de arrecadação - Gazeta do Povo,Gazeta do Povo,Estados criticam reforma tributária e dizem que vão perder autonomia de arrecadação,"<a href=""https://news.google.com/rss/articles/CBMilAFBVV95cUxNd1NMOWVlcGxZLTFGb0lvNzkyRFhQUUVoZVRzU3BsWG81Vk9JX3UtUEk1ZkFIWkVFaE9sNldfZFFRVHdHVUlIekd6UGZEbkxsTUF3UXJfTTNoWGpSVnJUMi1jUEFFMnMyaTlFb0p4TDlSbjYyUDFNem9CQnVCWDhmaTlzYlhtOHB4WXNKMzBXVzJfYm5s0gGaAUFVX3lxTE9ybUwwNngwbzRiaWEzbXJReEQzSUxMdkFoaEFKcmtGbWQ0OFRsZHJERmFJak1WQkdyQnBfUllHelRQMlhOTG1VQ2ZFa28xa2sxWWJ5cXFMV1pzZ1lrMThMLXlfamcwaVBfMXpVd3Uybk1XVnljbzh0UFhxbEl6Q1BVcVptc2huWVY1MWt3eFpQX0VGWHg2amd6RkE?oc=5"" target=""_blank"">Estados criticam reforma tributária e dizem que vão perder autonomia de arrecadação</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Gazeta do Povo</font>",https://news.google.com/rss/articles/CBMilAFBVV95cUxNd1NMOWVlcGxZLTFGb0lvNzkyRFhQUUVoZVRzU3BsWG81Vk9JX3UtUEk1ZkFIWkVFaE9sNldfZFFRVHdHVUlIekd6UGZEbkxsTUF3UXJfTTNoWGpSVnJUMi1jUEFFMnMyaTlFb0p4TDlSbjYyUDFNem9CQnVCWDhmaTlzYlhtOHB4WXNKMzBXVzJfYm5s0gGaAUFVX3lxTE9ybUwwNngwbzRiaWEzbXJReEQzSUxMdkFoaEFKcmtGbWQ0OFRsZHJERmFJak1WQkdyQnBfUllHelRQMlhOTG1VQ2ZFa28xa2sxWWJ5cXFMV1pzZ1lrMThMLXlfamcwaVBfMXpVd3Uybk1XVnljbzh0UFhxbEl6Q1BVcVptc2huWVY1MWt3eFpQX0VGWHg2amd6RkE?oc=5,2023-11-06
A reforma tributária e a ‘nova’ contribuição de iluminação pública e monitoramento - JOTA,JOTA,A reforma tributária e a ‘nova’ contribuição de iluminação pública e monitoramento,"<a href=""https://news.google.com/rss/articles/CBMirwFBVV95cUxQWWdZRnRQRml5SUFYUlZ6am1vWWhhTHluQkNtNktsemw5bk9BbW95SnQwMU5qeVN1bGIyMW1ZLVNpeEpldllsbWVDMjJ0WE5WOHZ3TzUzc0d0UW4tTVNwVVYyNUo1MWpGdWNUYmM2TGJxUmd6WlBPb2NXT2tRRE5QU21rVlAwQ1lHb3pLYV9tdzRUb0JuMDl5V0R2Z2hvb0pyWmFBVkhNMy1Oal8xVVU4?oc=5"" target=""_blank"">A reforma tributária e a ‘nova’ contribuição de iluminação pública e monitoramento</a>&nbsp;&nbsp;<font color=""#6f6f6f"">JOTA</font>",https://news.google.com/rss/articles/CBMirwFBVV95cUxQWWdZRnRQRml5SUFYUlZ6am1vWWhhTHluQkNtNktsemw5bk9BbW95SnQwMU5qeVN1bGIyMW1ZLVNpeEpldllsbWVDMjJ0WE5WOHZ3TzUzc0d0UW4tTVNwVVYyNUo1MWpGdWNUYmM2TGJxUmd6WlBPb2NXT2tRRE5QU21rVlAwQ1lHb3pLYV9tdzRUb0JuMDl5V0R2Z2hvb0pyWmFBVkhNMy1Oal8xVVU4?oc=5,2023-11-09
Comissão do Senado vota relatório da reforma tributária nesta terça-feira (7) - Brasil de Fato,Brasil de Fato,Comissão do Senado vota relatório da reforma tributária nesta terça-feira (7),"<a href=""https://news.google.com/rss/articles/CBMiugFBVV95cUxQRFAzaGpYelJuM0NtMUc2QU43WmwyalhPSlZvLW5qT01RZmZQMFAtMUNOLTdEOHUyd0tsMDhSMDlnRFVSejNfM2lrTi1vSlVydC04aTI3d3RNTWFOV1kwRVY4UjUwc1AxcWczUTVuUlF4alVRVUpqcmp0V2pzOFUxbThGMlljNTVaazZzcE9fUWNKb1JkbEgzTUZyc3FSajlJNk9CRURsUlp0M2RjQVZqYm11aGc0bU9tZlE?oc=5"" target=""_blank"">Comissão do Senado vota relatório da reforma tributária nesta terça-feira (7)</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Brasil de Fato</font>",https://news.google.com/rss/articles/CBMiugFBVV95cUxQRFAzaGpYelJuM0NtMUc2QU43WmwyalhPSlZvLW5qT01RZmZQMFAtMUNOLTdEOHUyd0tsMDhSMDlnRFVSejNfM2lrTi1vSlVydC04aTI3d3RNTWFOV1kwRVY4UjUwc1AxcWczUTVuUlF4alVRVUpqcmp0V2pzOFUxbThGMlljNTVaazZzcE9fUWNKb1JkbEgzTUZyc3FSajlJNk9CRURsUlp0M2RjQVZqYm11aGc0bU9tZlE?oc=5,2023-11-07
Reforma de IR e folha de pagamentos terá que ser apresentada em até 90 dias após Tributária - CNN Brasil,CNN Brasil,Reforma de IR e folha de pagamentos terá que ser apresentada em até 90 dias após Tributária,"<a href=""https://news.google.com/rss/articles/CBMi2wFBVV95cUxQLTBpLUM1YzlsY0Vzc2VqVjJURVQzd2pkd3JHYXQ1aTlWaExfZnh6T0h3TEx5TjR4Ymk3RHAtWkVYWkkzNXNqOUNwXy10WmdRaUNJVnpmTnBpQVlvNDZORExQZjRGZjctMlBpZHQ4TUtmY0oyNV9aZzlLY3ZFR1NvQjFGb3FvNE1lSE54V1dWYlY1RFpaeUZQQlBvQ2NtNGdrTHR2YkRDSi1qb0oySlNXRzZXUXMxZGFIV2NzYW40Vmk5b1ppd0RkejFsejU1VFlLQktkdW5KZ0R5c3M?oc=5"" target=""_blank"">Reforma de IR e folha de pagamentos terá que ser apresentada em até 90 dias após Tributária</a>&nbsp;&nbsp;<font color=""#6f6f6f"">CNN Brasil</font>",https://news.google.com/rss/articles/CBMi2wFBVV95cUxQLTBpLUM1YzlsY0Vzc2VqVjJURVQzd2pkd3JHYXQ1aTlWaExfZnh6T0h3TEx5TjR4Ymk3RHAtWkVYWkkzNXNqOUNwXy10WmdRaUNJVnpmTnBpQVlvNDZORExQZjRGZjctMlBpZHQ4TUtmY0oyNV9aZzlLY3ZFR1NvQjFGb3FvNE1lSE54V1dWYlY1RFpaeUZQQlBvQ2NtNGdrTHR2YkRDSi1qb0oySlNXRzZXUXMxZGFIV2NzYW40Vmk5b1ppd0RkejFsejU1VFlLQktkdW5KZ0R5c3M?oc=5,2023-11-07
Reforma tributária: setor de bares e restaurantes terá imposto diferenciado - Senado,Senado,Reforma tributária: setor de bares e restaurantes terá imposto diferenciado,"<a href=""https://news.google.com/rss/articles/CBMi1wFBVV95cUxPU1dwdVVsYnUzYlozYWducnFtUVZYWEYxU1FWd3NPdTRTSzV4VGExS0lLZ3BRZHNGV0Qwc1VtbDRyVTdyUkhMUHpEUEJqZm10YTg4SEpLRkwwanR4bVBCWDR6U19tSmxOWVdrN1lMOExVTG85OFplcTVTSjNZSFdDdFdCd3pzbHNfNDVjWGxVTWxVSTB3ZUJUWlFlYnR3VlVOTVhxR0NBTnNScGhGdF80dnc2aU9FMW5NVk9Ec3ZHTnh0T1VFNkhmV3NYdVIyaUM0SGViTXRQSQ?oc=5"" target=""_blank"">Reforma tributária: setor de bares e restaurantes terá imposto diferenciado</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Senado</font>",https://news.google.com/rss/articles/CBMi1wFBVV95cUxPU1dwdVVsYnUzYlozYWducnFtUVZYWEYxU1FWd3NPdTRTSzV4VGExS0lLZ3BRZHNGV0Qwc1VtbDRyVTdyUkhMUHpEUEJqZm10YTg4SEpLRkwwanR4bVBCWDR6U19tSmxOWVdrN1lMOExVTG85OFplcTVTSjNZSFdDdFdCd3pzbHNfNDVjWGxVTWxVSTB3ZUJUWlFlYnR3VlVOTVhxR0NBTnNScGhGdF80dnc2aU9FMW5NVk9Ec3ZHTnh0T1VFNkhmV3NYdVIyaUM0SGViTXRQSQ?oc=5,2023-11-07
"Na reforma tributária, setor de serviços vira o “esquecido pelo IVA” - NeoFeed",NeoFeed,"Na reforma tributária, setor de serviços vira o “esquecido pelo IVA”","<a href=""https://news.google.com/rss/articles/CBMinwFBVV95cUxNWWttbzRRME16OEFrVDlQTS1nQWJNdWhmQ0ZXS0pja2dXYVBzSlYzcldrVDh5QjkyTkdUaXlUU0d4ZEtpOTU0NURRRllUekhnbTdsYVNwenJEbkR6M3ZlTVJSN2JaN0x0UUY2MnQ2QVBWVGs3S1YzMG42VHdLMm05NUg1alV1djFJb0o3QmJyaWdUTXVORDlUUVZrSThlYW8?oc=5"" target=""_blank"">Na reforma tributária, setor de serviços vira o “esquecido pelo IVA”</a>&nbsp;&nbsp;<font color=""#6f6f6f"">NeoFeed</font>",https://news.google.com/rss/articles/CBMinwFBVV95cUxNWWttbzRRME16OEFrVDlQTS1nQWJNdWhmQ0ZXS0pja2dXYVBzSlYzcldrVDh5QjkyTkdUaXlUU0d4ZEtpOTU0NURRRllUekhnbTdsYVNwenJEbkR6M3ZlTVJSN2JaN0x0UUY2MnQ2QVBWVGs3S1YzMG42VHdLMm05NUg1alV1djFJb0o3QmJyaWdUTXVORDlUUVZrSThlYW8?oc=5,2023-11-08
"Para garantir investimentos e evitar perdas no futuro, governo do Estado propõe ajuste no ICMS - Sefaz RS",Sefaz RS,"Para garantir investimentos e evitar perdas no futuro, governo do Estado propõe ajuste no ICMS","<a href=""https://news.google.com/rss/articles/CBMi2AFBVV95cUxOai1POW02T3hIVUpHcU92dnVZTVg5SG1LdXJOVkxqU09lUXdCVllvUm5pdjlmc2s3WDJDV1ZGLVUxSU5MUXVNM3RRNGxMT09VNmNpVm1MdUFCMUVFS3VyQmUxYjJsd1NwblI0OVBvalRQd1NmWnNKZHByUnpkQjg2RUJ1QXlOc0ZoU1FCWHV0bjAzLTBjak50SU9rcXlNNkp0TDRUdUp5MzcxejJmWVhqbXJEZHNoMXJTSERNaXJpX0JUSGsxMGYxUjVKTjBwTjdfbzFTMXJQSUU?oc=5"" target=""_blank"">Para garantir investimentos e evitar perdas no futuro, governo do Estado propõe ajuste no ICMS</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Sefaz RS</font>",https://news.google.com/rss/articles/CBMi2AFBVV95cUxOai1POW02T3hIVUpHcU92dnVZTVg5SG1LdXJOVkxqU09lUXdCVllvUm5pdjlmc2s3WDJDV1ZGLVUxSU5MUXVNM3RRNGxMT09VNmNpVm1MdUFCMUVFS3VyQmUxYjJsd1NwblI0OVBvalRQd1NmWnNKZHByUnpkQjg2RUJ1QXlOc0ZoU1FCWHV0bjAzLTBjak50SU9rcXlNNkp0TDRUdUp5MzcxejJmWVhqbXJEZHNoMXJTSERNaXJpX0JUSGsxMGYxUjVKTjBwTjdfbzFTMXJQSUU?oc=5,2023-11-16
Reforma tributária pode prejudicar a compensação de créditos acumulados de ICMS - Migalhas,Migalhas,Reforma tributária pode prejudicar a compensação de créditos acumulados de ICMS,"<a href=""https://news.google.com/rss/articles/CBMirAFBVV95cUxQQ05VdWxod2VXVnJDNlNTRzByc0NjOXdlMGVmWEpEQXhNcTdvME5ocEVBWVppbHdBc1Y1ak04cEJ3Y0VBd2w5elBFUFp3cTBmUkY5aHZCUWJJZUFFVk9rZDg5NXRTVWlxaWoxangzYS1LZ1ZLMG5VeWk1Y0VEaVh5VE9IcEY2U1RQd0FQSS11MWZZSGphOEVlZWdqaE9wbmt1S3VfZ1ZwSWYxWEJi0gGyAUFVX3lxTE55SVhJcXhDOG56Y3FURm1ab1JLRUFvQzR0aUZqdzV1MnBYU3JHUUJiOTVha1ZFRnJZUlNOb0UxX1N3a1lFaU51SGlHSmd3R0dvQmlZQWtZY0Y4ZGRtd3FyYmdKSHJvS2JGMDE0dFh1dkc2bnVHVzlwVUwtcHhqaW5KcjZrN052TXlTSGhqVFRCZ2QxUmltck1ZODh5bmtSc0E5UUF1NlAxa3l4bHBTTU1hZHc?oc=5"" target=""_blank"">Reforma tributária pode prejudicar a compensação de créditos acumulados de ICMS</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Migalhas</font>",https://news.google.com/rss/articles/CBMirAFBVV95cUxQQ05VdWxod2VXVnJDNlNTRzByc0NjOXdlMGVmWEpEQXhNcTdvME5ocEVBWVppbHdBc1Y1ak04cEJ3Y0VBd2w5elBFUFp3cTBmUkY5aHZCUWJJZUFFVk9rZDg5NXRTVWlxaWoxangzYS1LZ1ZLMG5VeWk1Y0VEaVh5VE9IcEY2U1RQd0FQSS11MWZZSGphOEVlZWdqaE9wbmt1S3VfZ1ZwSWYxWEJi0gGyAUFVX3lxTE55SVhJcXhDOG56Y3FURm1ab1JLRUFvQzR0aUZqdzV1MnBYU3JHUUJiOTVha1ZFRnJZUlNOb0UxX1N3a1lFaU51SGlHSmd3R0dvQmlZQWtZY0Y4ZGRtd3FyYmdKSHJvS2JGMDE0dFh1dkc2bnVHVzlwVUwtcHhqaW5KcjZrN052TXlTSGhqVFRCZ2QxUmltck1ZODh5bmtSc0E5UUF1NlAxa3l4bHBTTU1hZHc?oc=5,2023-11-10
Reforma tributária mantém isenção na compra de automóvel por PCD — Rádio Senado - Senado,Senado,Reforma tributária mantém isenção na compra de automóvel por PCD — Rádio Senado,"<a href=""https://news.google.com/rss/articles/CBMiuwFBVV95cUxNV003OWdYSFY5bm5rU2VST1VDS3J0LVUwV3pWN25GSkRNVFNFNlBCdWptYlZRLUE4VHdIUWlnMm42dXNiRkN0NEZndkt6TDlYby1CSDdnSjczNHF4QzYySEZNOTQ0ZnVTYzJWOUpyMkxpdjdKckprUU16cWtsZTNqWEdaWlEwYmpjejNlRGFNTzdmbjNTRFM2STNQYzlEODNkNlc1SGlBMTNTMkJpSWZnbDhQbUJKbFRlejM4?oc=5"" target=""_blank"">Reforma tributária mantém isenção na compra de automóvel por PCD — Rádio Senado</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Senado</font>",https://news.google.com/rss/articles/CBMiuwFBVV95cUxNV003OWdYSFY5bm5rU2VST1VDS3J0LVUwV3pWN25GSkRNVFNFNlBCdWptYlZRLUE4VHdIUWlnMm42dXNiRkN0NEZndkt6TDlYby1CSDdnSjczNHF4QzYySEZNOTQ0ZnVTYzJWOUpyMkxpdjdKckprUU16cWtsZTNqWEdaWlEwYmpjejNlRGFNTzdmbjNTRFM2STNQYzlEODNkNlc1SGlBMTNTMkJpSWZnbDhQbUJKbFRlejM4?oc=5,2023-11-13
Maior mudança da reforma tributária está nas demonstrações financeiras - JOTA,JOTA,Maior mudança da reforma tributária está nas demonstrações financeiras,"<a href=""https://news.google.com/rss/articles/CBMiogFBVV95cUxNeXdTdjFlT2pBUjNSak1YcjUzMkl4NnBQMGdmc0w3dS1Ja3FLTHN4M2IwZ3REWHZyMVFORHI0Y25KcEtTTWFCTHJiSU1zLXMwdnVZSHl1VGU0V1UzSDcxMFJ5aEdBb1Z4bHBEbmljVE54al9RMUpKczFsVm1YeUhkSjBjaG5yUGQycGVfRV93bG9ybEtmd29fTVB0RnVMeUdFWFE?oc=5"" target=""_blank"">Maior mudança da reforma tributária está nas demonstrações financeiras</a>&nbsp;&nbsp;<font color=""#6f6f6f"">JOTA</font>",https://news.google.com/rss/articles/CBMiogFBVV95cUxNeXdTdjFlT2pBUjNSak1YcjUzMkl4NnBQMGdmc0w3dS1Ja3FLTHN4M2IwZ3REWHZyMVFORHI0Y25KcEtTTWFCTHJiSU1zLXMwdnVZSHl1VGU0V1UzSDcxMFJ5aEdBb1Z4bHBEbmljVE54al9RMUpKczFsVm1YeUhkSjBjaG5yUGQycGVfRV93bG9ybEtmd29fTVB0RnVMeUdFWFE?oc=5,2023-11-29
Reforma tributária: O que muda e quais produtos estão isentos de impostos no novo texto aprovado pelo Senado - Suno Notícias,Suno Notícias,Reforma tributária: O que muda e quais produtos estão isentos de impostos no novo texto aprovado pelo Senado,"<a href=""https://news.google.com/rss/articles/CBMimgFBVV95cUxNYk5wT2F2OXM3N0tnRnAzZjZKdjUzc19uOHVGNVFDY2prbnFxS19hb3BHRjN4OHRmbGZqY09XbGQ0cmtiejFSVWlBbFdHX0t0WUxaSlVoVUdNd3N0ZWhNa010VEMyVmVheVlReTlSSmhxeml1WHliZlFtTHBjOVI2Qm9TZ2VCcUEwdVdwUnFRVVR5Q2VfaVRKcWZR0gGfAUFVX3lxTFA3UmM2eHpfSzlFS2c2OHJtNVBFRF9ORmR5M1dWX3FKVWxYUmVJS0RxN1lZSW1VSWNTR0ZWMEZoY1JRcGg1LXl6S1c4bXFZaVFpQnBWUDg4VG5jLTZzMmVOSHVKVmNudWt4MGxZWlFTYmo4eFN4Y1Z2Y0tIalBnN1k0eFFmcnNyUm1BeENiRnU1eTBNS0gwMkxSNW9RYkpRVQ?oc=5"" target=""_blank"">Reforma tributária: O que muda e quais produtos estão isentos de impostos no novo texto aprovado pelo Senado</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Suno Notícias</font>",https://news.google.com/rss/articles/CBMimgFBVV95cUxNYk5wT2F2OXM3N0tnRnAzZjZKdjUzc19uOHVGNVFDY2prbnFxS19hb3BHRjN4OHRmbGZqY09XbGQ0cmtiejFSVWlBbFdHX0t0WUxaSlVoVUdNd3N0ZWhNa010VEMyVmVheVlReTlSSmhxeml1WHliZlFtTHBjOVI2Qm9TZ2VCcUEwdVdwUnFRVVR5Q2VfaVRKcWZR0gGfAUFVX3lxTFA3UmM2eHpfSzlFS2c2OHJtNVBFRF9ORmR5M1dWX3FKVWxYUmVJS0RxN1lZSW1VSWNTR0ZWMEZoY1JRcGg1LXl6S1c4bXFZaVFpQnBWUDg4VG5jLTZzMmVOSHVKVmNudWt4MGxZWlFTYmo4eFN4Y1Z2Y0tIalBnN1k0eFFmcnNyUm1BeENiRnU1eTBNS0gwMkxSNW9RYkpRVQ?oc=5,2023-11-09
